;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 06/24/2016 10:55:22 Þ.Ù
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_PWM16bit_12.mpas,148 :: 		
0x0078	0xE1B1    	LDI        R27, 17
0x007A	0x164B    	CP         R4, R27
0x007C	0xF419    	BRNE       L__PWM16bit_Change_Duty37
L__PWM16bit_Change_Duty54:
;__Lib_PWM16bit_12.mpas,150 :: 		
0x007E	0xBC3B    	OUT        OCR1AH+0, R3
;__Lib_PWM16bit_12.mpas,151 :: 		
0x0080	0xBC2A    	OUT        OCR1AL+0, R2
;__Lib_PWM16bit_12.mpas,152 :: 		
0x0082	0xC006    	RJMP       L__PWM16bit_Change_Duty34
L__PWM16bit_Change_Duty37:
;__Lib_PWM16bit_12.mpas,153 :: 		
0x0084	0xE1B2    	LDI        R27, 18
0x0086	0x164B    	CP         R4, R27
0x0088	0xF419    	BRNE       L__PWM16bit_Change_Duty40
L__PWM16bit_Change_Duty55:
;__Lib_PWM16bit_12.mpas,155 :: 		
0x008A	0xBC39    	OUT        OCR1BH+0, R3
;__Lib_PWM16bit_12.mpas,156 :: 		
0x008C	0xBC28    	OUT        OCR1BL+0, R2
;__Lib_PWM16bit_12.mpas,157 :: 		
0x008E	0xC000    	RJMP       L__PWM16bit_Change_Duty34
L__PWM16bit_Change_Duty40:
L__PWM16bit_Change_Duty34:
;__Lib_PWM16bit_12.mpas,159 :: 		
L_end_PWM16bit_Change_Duty:
0x0090	0x9508    	RET
; end of _PWM16bit_Change_Duty
_IntToStr:
0x0D9A	0x93CF    	PUSH       R28
0x0D9C	0x93DF    	PUSH       R29
0x0D9E	0xB7CD    	IN         R28, SPL+0
0x0DA0	0xB7DE    	IN         R29, SPL+1
0x0DA2	0x9723    	SBIW       R28, 3
0x0DA4	0xBFCD    	OUT        SPL+0, R28
0x0DA6	0xBFDE    	OUT        SPL+1, R29
0x0DA8	0x9621    	ADIW       R28, 1
;__Lib_Conversions.mpas,180 :: 		
;__Lib_Conversions.mpas,181 :: 		
0x0DAA	0xE8B0    	LDI        R27, 128
0x0DAC	0x163B    	CP         R3, R27
0x0DAE	0xF411    	BRNE       L__IntToStr215
0x0DB0	0xE0B0    	LDI        R27, 0
0x0DB2	0x162B    	CP         R2, R27
L__IntToStr215:
0x0DB4	0xF481    	BRNE       L__IntToStr41
L__IntToStr216:
;__Lib_Conversions.mpas,183 :: 		
0x0DB6	0x01F2    	MOVW       R30, R4
0x0DB8	0xE2BD    	LDI        R27, 45
0x0DBA	0x93B1    	ST         Z+, R27
0x0DBC	0xE3B3    	LDI        R27, 51
0x0DBE	0x93B1    	ST         Z+, R27
0x0DC0	0xE3B2    	LDI        R27, 50
0x0DC2	0x93B1    	ST         Z+, R27
0x0DC4	0xE3B7    	LDI        R27, 55
0x0DC6	0x93B1    	ST         Z+, R27
0x0DC8	0xE3B6    	LDI        R27, 54
0x0DCA	0x93B1    	ST         Z+, R27
0x0DCC	0xE3B8    	LDI        R27, 56
0x0DCE	0x93B1    	ST         Z+, R27
0x0DD0	0xE0B0    	LDI        R27, 0
0x0DD2	0x93B1    	ST         Z+, R27
;__Lib_Conversions.mpas,184 :: 		
0x0DD4	0xC051    	RJMP       L_end__IntToStr
;__Lib_Conversions.mpas,185 :: 		
L__IntToStr41:
;__Lib_Conversions.mpas,187 :: 		
0x0DD6	0xE0B0    	LDI        R27, 0
0x0DD8	0x83BA    	STD        Y+2, R27
;__Lib_Conversions.mpas,188 :: 		
0x0DDA	0xE000    	LDI        R16, 0
0x0DDC	0xE010    	LDI        R17, 0
0x0DDE	0x1620    	CP         R2, R16
0x0DE0	0x0631    	CPC        R3, R17
0x0DE2	0xF43C    	BRGE       L__IntToStr44
L__IntToStr217:
;__Lib_Conversions.mpas,190 :: 		
0x0DE4	0xEFBF    	LDI        R27, 255
0x0DE6	0x83BA    	STD        Y+2, R27
;__Lib_Conversions.mpas,191 :: 		
0x0DE8	0xE000    	LDI        R16, 0
0x0DEA	0xE010    	LDI        R17, 0
0x0DEC	0x1902    	SUB        R16, R2
0x0DEE	0x0913    	SBC        R17, R3
0x0DF0	0x0118    	MOVW       R2, R16
;__Lib_Conversions.mpas,192 :: 		
L__IntToStr44:
;__Lib_Conversions.mpas,194 :: 		
0x0DF2	0x01F2    	MOVW       R30, R4
0x0DF4	0xE2B0    	LDI        R27, 32
0x0DF6	0x93B1    	ST         Z+, R27
0x0DF8	0xE2B0    	LDI        R27, 32
0x0DFA	0x93B1    	ST         Z+, R27
0x0DFC	0xE2B0    	LDI        R27, 32
0x0DFE	0x93B1    	ST         Z+, R27
0x0E00	0xE2B0    	LDI        R27, 32
0x0E02	0x93B1    	ST         Z+, R27
0x0E04	0xE2B0    	LDI        R27, 32
0x0E06	0x93B1    	ST         Z+, R27
0x0E08	0xE3B0    	LDI        R27, 48
0x0E0A	0x93B1    	ST         Z+, R27
0x0E0C	0xE0B0    	LDI        R27, 0
0x0E0E	0x93B1    	ST         Z+, R27
;__Lib_Conversions.mpas,195 :: 		
0x0E10	0x0182    	MOVW       R16, R4
0x0E12	0x5F0B    	SUBI       R16, 251
0x0E14	0x4F1F    	SBCI       R17, 255
0x0E16	0x8308    	STD        Y+0, R16
0x0E18	0x8319    	STD        Y+1, R17
;__Lib_Conversions.mpas,196 :: 		
L__IntToStr47:
0x0E1A	0xE0B0    	LDI        R27, 0
0x0E1C	0x163B    	CP         R3, R27
0x0E1E	0xF411    	BRNE       L__IntToStr218
0x0E20	0xE0B0    	LDI        R27, 0
0x0E22	0x162B    	CP         R2, R27
L__IntToStr218:
0x0E24	0xF111    	BREQ       L__IntToStr48
L__IntToStr219:
;__Lib_Conversions.mpas,198 :: 		
0x0E26	0x925F    	PUSH       R5
0x0E28	0x924F    	PUSH       R4
0x0E2A	0x923F    	PUSH       R3
0x0E2C	0x922F    	PUSH       R2
0x0E2E	0xE04A    	LDI        R20, 10
0x0E30	0xE050    	LDI        R21, 0
0x0E32	0x0181    	MOVW       R16, R2
0x0E34	0xDD1F    	RCALL      _Div_16x16_S+0
0x0E36	0x018C    	MOVW       R16, R24
0x0E38	0x902F    	POP        R2
0x0E3A	0x903F    	POP        R3
0x0E3C	0x5D00    	SUBI       R16, 208
0x0E3E	0x81E8    	LDD        R30, Y+0
0x0E40	0x81F9    	LDD        R31, Y+1
0x0E42	0x8300    	ST         Z, R16
;__Lib_Conversions.mpas,199 :: 		
0x0E44	0x923F    	PUSH       R3
0x0E46	0x922F    	PUSH       R2
0x0E48	0xE04A    	LDI        R20, 10
0x0E4A	0xE050    	LDI        R21, 0
0x0E4C	0x0181    	MOVW       R16, R2
0x0E4E	0xDD12    	RCALL      _Div_16x16_S+0
0x0E50	0x018B    	MOVW       R16, R22
0x0E52	0x902F    	POP        R2
0x0E54	0x903F    	POP        R3
0x0E56	0x904F    	POP        R4
0x0E58	0x905F    	POP        R5
0x0E5A	0x0118    	MOVW       R2, R16
;__Lib_Conversions.mpas,200 :: 		
0x0E5C	0x8108    	LDD        R16, Y+0
0x0E5E	0x8119    	LDD        R17, Y+1
0x0E60	0x5001    	SUBI       R16, 1
0x0E62	0x4010    	SBCI       R17, 0
0x0E64	0x8308    	STD        Y+0, R16
0x0E66	0x8319    	STD        Y+1, R17
;__Lib_Conversions.mpas,201 :: 		
0x0E68	0xCFD8    	RJMP       L__IntToStr47
L__IntToStr48:
;__Lib_Conversions.mpas,203 :: 		
0x0E6A	0x810A    	LDD        R16, Y+2
0x0E6C	0x2300    	TST        R16
0x0E6E	0xF021    	BREQ       L__IntToStr52
L__IntToStr220:
;__Lib_Conversions.mpas,205 :: 		
0x0E70	0x81E8    	LDD        R30, Y+0
0x0E72	0x81F9    	LDD        R31, Y+1
0x0E74	0xE2BD    	LDI        R27, 45
0x0E76	0x83B0    	ST         Z, R27
;__Lib_Conversions.mpas,206 :: 		
L__IntToStr52:
;__Lib_Conversions.mpas,207 :: 		
L_end__IntToStr:
L_end_IntToStr:
0x0E78	0x9622    	ADIW       R28, 2
0x0E7A	0xBFCD    	OUT        SPL+0, R28
0x0E7C	0xBFDE    	OUT        SPL+1, R29
0x0E7E	0x91DF    	POP        R29
0x0E80	0x91CF    	POP        R28
0x0E82	0x9508    	RET
; end of _IntToStr
_Div_16x16_S:
;__Lib_Math.mpas,164 :: 		
;__Lib_Math.mpas,167 :: 		
0x0874	0x01C8    	MOVW       R24, R16
;__Lib_Math.mpas,168 :: 		
0x0876	0x01BA    	MOVW       R22, R20
;__Lib_Math.mpas,170 :: 		
0x0878	0xFB97    	BST        R25, 7
;__Lib_Math.mpas,171 :: 		
0x087A	0x2E09    	MOV        R0, R25
;__Lib_Math.mpas,172 :: 		
0x087C	0x2607    	EOR        R0, R23
;__Lib_Math.mpas,173 :: 		
0x087E	0xD00A    	RCALL      Div_16x16_S_L3
;__Lib_Math.mpas,174 :: 		
0x0880	0xFD77    	SBRC       R23, 7
;__Lib_Math.mpas,175 :: 		
0x0882	0xD004    	RCALL      Div_16x16_S_L1
;__Lib_Math.mpas,176 :: 		
0x0884	0xD00C    	RCALL      Div_16x16_S_L4
;__Lib_Math.mpas,177 :: 		
0x0886	0xD006    	RCALL      Div_16x16_S_L3
;__Lib_Math.mpas,178 :: 		
0x0888	0x2000    	AND        R0, R0
;__Lib_Math.mpas,179 :: 		
0x088A	0xF41A    	BRPL       Div_16x16_S_L2
;__Lib_Math.mpas,180 :: 		
Div_16x16_S_L1:
;__Lib_Math.mpas,181 :: 		
0x088C	0x9570    	COM        R23
;__Lib_Math.mpas,182 :: 		
0x088E	0x9561    	NEG        R22
;__Lib_Math.mpas,183 :: 		
0x0890	0x4F7F    	SBCI       R23, 255
;__Lib_Math.mpas,184 :: 		
Div_16x16_S_L2:
;__Lib_Math.mpas,185 :: 		
0x0892	0x9508    	RET
;__Lib_Math.mpas,186 :: 		
Div_16x16_S_L3:
;__Lib_Math.mpas,187 :: 		
0x0894	0xF7F6    	BRTC       Div_16x16_S_L2
;__Lib_Math.mpas,188 :: 		
0x0896	0x9590    	COM        R25
;__Lib_Math.mpas,189 :: 		
0x0898	0x9581    	NEG        R24
;__Lib_Math.mpas,190 :: 		
0x089A	0x4F9F    	SBCI       R25, 255
;__Lib_Math.mpas,191 :: 		
0x089C	0x9508    	RET
;__Lib_Math.mpas,192 :: 		
Div_16x16_S_L4:
;__Lib_Math.mpas,193 :: 		
0x089E	0x1BAA    	SUB        R26, R26
;__Lib_Math.mpas,194 :: 		
0x08A0	0x1BBB    	SUB        R27, R27
;__Lib_Math.mpas,195 :: 		
0x08A2	0xE151    	LDI        R21, 17
;__Lib_Math.mpas,196 :: 		
0x08A4	0xC007    	RJMP       Div_16x16_S_L6
;__Lib_Math.mpas,197 :: 		
Div_16x16_S_L5:
;__Lib_Math.mpas,198 :: 		
0x08A6	0x1FAA    	ROL        R26
;__Lib_Math.mpas,199 :: 		
0x08A8	0x1FBB    	ROL        R27
;__Lib_Math.mpas,200 :: 		
0x08AA	0x17A6    	CP         R26, R22
;__Lib_Math.mpas,201 :: 		
0x08AC	0x07B7    	CPC        R27, R23
;__Lib_Math.mpas,202 :: 		
0x08AE	0xF010    	BRCS       Div_16x16_S_L6
;__Lib_Math.mpas,203 :: 		
0x08B0	0x1BA6    	SUB        R26, R22
;__Lib_Math.mpas,204 :: 		
0x08B2	0x0BB7    	SBC        R27, R23
;__Lib_Math.mpas,205 :: 		
Div_16x16_S_L6:
;__Lib_Math.mpas,206 :: 		
0x08B4	0x1F88    	ROL        R24
;__Lib_Math.mpas,207 :: 		
0x08B6	0x1F99    	ROL        R25
;__Lib_Math.mpas,208 :: 		
0x08B8	0x955A    	DEC        R21
;__Lib_Math.mpas,209 :: 		
0x08BA	0xF7A9    	BRNE       Div_16x16_S_L5
;__Lib_Math.mpas,210 :: 		
0x08BC	0x9580    	COM        R24
;__Lib_Math.mpas,211 :: 		
0x08BE	0x9590    	COM        R25
;__Lib_Math.mpas,212 :: 		
0x08C0	0x01BC    	MOVW       R22, R24
;__Lib_Math.mpas,213 :: 		
0x08C2	0x01CD    	MOVW       R24, R26
;__Lib_Math.mpas,214 :: 		
0x08C4	0x9508    	RET
;__Lib_Math.mpas,217 :: 		
L_end_Div_16x16_S:
0x08C6	0x9508    	RET
; end of _Div_16x16_S
_PROGRAM2:
0x036E	0x93CF    	PUSH       R28
0x0370	0x93DF    	PUSH       R29
0x0372	0xB7CD    	IN         R28, SPL+0
0x0374	0xB7DE    	IN         R29, SPL+1
0x0376	0x972F    	SBIW       R28, 15
0x0378	0xBFCD    	OUT        SPL+0, R28
0x037A	0xBFDE    	OUT        SPL+1, R29
0x037C	0x9621    	ADIW       R28, 1
;MyProject.mbas,229 :: 		sub procedure PROGRAM2 (DIM J,dl AS integer)
;MyProject.mbas,232 :: 		Lcd_0()
0x037E	0x923F    	PUSH       R3
0x0380	0x922F    	PUSH       R2
0x0382	0xE0ED    	LDI        R30, _Lcd_0+0
0x0384	0xE0FA    	LDI        R31, hi_addr(_Lcd_0+0)
0x0386	0x9509    	ICALL
0x0388	0x902F    	POP        R2
0x038A	0x903F    	POP        R3
;MyProject.mbas,233 :: 		do
L__PROGRAM269:
;MyProject.mbas,236 :: 		Move_Delay()
0x038C	0xDE5F    	RCALL      _Move_Delay+0
;MyProject.mbas,238 :: 		PWM16bit_Change_Duty(0, _TIMER1_CH_A )
0x038E	0x925F    	PUSH       R5
0x0390	0x924F    	PUSH       R4
0x0392	0x923F    	PUSH       R3
0x0394	0x922F    	PUSH       R2
0x0396	0xE1B1    	LDI        R27, 17
0x0398	0x2E4B    	MOV        R4, R27
0x039A	0x2422    	CLR        R2
0x039C	0x2433    	CLR        R3
0x039E	0xDE6C    	RCALL      _PWM16bit_Change_Duty+0
0x03A0	0x902F    	POP        R2
0x03A2	0x903F    	POP        R3
;MyProject.mbas,239 :: 		PWM16bit_Change_Duty(J, _TIMER1_CH_B )
0x03A4	0xE1B2    	LDI        R27, 18
0x03A6	0x2E4B    	MOV        R4, R27
0x03A8	0xDE67    	RCALL      _PWM16bit_Change_Duty+0
0x03AA	0x904F    	POP        R4
0x03AC	0x905F    	POP        R5
;MyProject.mbas,240 :: 		SetPWM0(-1)
0x03AE	0x923F    	PUSH       R3
0x03B0	0x922F    	PUSH       R2
0x03B2	0xEFBF    	LDI        R27, 255
0x03B4	0x2E2B    	MOV        R2, R27
0x03B6	0x2E3B    	MOV        R3, R27
0x03B8	0xD4EE    	RCALL      _SetPWM0+0
0x03BA	0x902F    	POP        R2
0x03BC	0x903F    	POP        R3
;MyProject.mbas,242 :: 		lcd_out(1,1," _TIMER1_CH_B ")
0x03BE	0x01FE    	MOVW       R30, R28
0x03C0	0xE2B0    	LDI        R27, 32
0x03C2	0x93B1    	ST         Z+, R27
0x03C4	0xE5BF    	LDI        R27, 95
0x03C6	0x93B1    	ST         Z+, R27
0x03C8	0xE5B4    	LDI        R27, 84
0x03CA	0x93B1    	ST         Z+, R27
0x03CC	0xE4B9    	LDI        R27, 73
0x03CE	0x93B1    	ST         Z+, R27
0x03D0	0xE4BD    	LDI        R27, 77
0x03D2	0x93B1    	ST         Z+, R27
0x03D4	0xE4B5    	LDI        R27, 69
0x03D6	0x93B1    	ST         Z+, R27
0x03D8	0xE5B2    	LDI        R27, 82
0x03DA	0x93B1    	ST         Z+, R27
0x03DC	0xE3B1    	LDI        R27, 49
0x03DE	0x93B1    	ST         Z+, R27
0x03E0	0xE5BF    	LDI        R27, 95
0x03E2	0x93B1    	ST         Z+, R27
0x03E4	0xE4B3    	LDI        R27, 67
0x03E6	0x93B1    	ST         Z+, R27
0x03E8	0xE4B8    	LDI        R27, 72
0x03EA	0x93B1    	ST         Z+, R27
0x03EC	0xE5BF    	LDI        R27, 95
0x03EE	0x93B1    	ST         Z+, R27
0x03F0	0xE4B2    	LDI        R27, 66
0x03F2	0x93B1    	ST         Z+, R27
0x03F4	0xE2B0    	LDI        R27, 32
0x03F6	0x93B1    	ST         Z+, R27
0x03F8	0xE0B0    	LDI        R27, 0
0x03FA	0x93B1    	ST         Z+, R27
0x03FC	0x018E    	MOVW       R16, R28
0x03FE	0x925F    	PUSH       R5
0x0400	0x924F    	PUSH       R4
0x0402	0x923F    	PUSH       R3
0x0404	0x922F    	PUSH       R2
0x0406	0x0128    	MOVW       R4, R16
0x0408	0xE0B1    	LDI        R27, 1
0x040A	0x2E3B    	MOV        R3, R27
0x040C	0xE0B1    	LDI        R27, 1
0x040E	0x2E2B    	MOV        R2, R27
0x0410	0xE1E7    	LDI        R30, _Lcd_Out+0
0x0412	0xE0FA    	LDI        R31, hi_addr(_Lcd_Out+0)
0x0414	0x9509    	ICALL
0x0416	0x902F    	POP        R2
0x0418	0x903F    	POP        R3
;MyProject.mbas,243 :: 		inttostr(j,txt)
0x041A	0x923F    	PUSH       R3
0x041C	0x922F    	PUSH       R2
0x041E	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x0420	0x2E4B    	MOV        R4, R27
0x0422	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x0424	0x2E5B    	MOV        R5, R27
0x0426	0xD4B9    	RCALL      _IntToStr+0
;MyProject.mbas,244 :: 		lcd_out(2,5,txt)
0x0428	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x042A	0x2E4B    	MOV        R4, R27
0x042C	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x042E	0x2E5B    	MOV        R5, R27
0x0430	0xE0B5    	LDI        R27, 5
0x0432	0x2E3B    	MOV        R3, R27
0x0434	0xE0B2    	LDI        R27, 2
0x0436	0x2E2B    	MOV        R2, R27
0x0438	0xD7FA    	RCALL      _Lcd_Out+0
0x043A	0x902F    	POP        R2
0x043C	0x903F    	POP        R3
0x043E	0x904F    	POP        R4
0x0440	0x905F    	POP        R5
;MyProject.mbas,245 :: 		inc(J)
0x0442	0x0191    	MOVW       R18, R2
0x0444	0x5F2F    	SUBI       R18, 255
0x0446	0x4F3F    	SBCI       R19, 255
0x0448	0x0119    	MOVW       R2, R18
;MyProject.mbas,246 :: 		loop until J>=255
0x044A	0xEF0F    	LDI        R16, 255
0x044C	0xE010    	LDI        R17, 0
0x044E	0x1720    	CP         R18, R16
0x0450	0x0731    	CPC        R19, R17
0x0452	0xF40C    	BRGE       L__PROGRAM272
L__PROGRAM2307:
0x0454	0xCF9B    	RJMP       L__PROGRAM269
L__PROGRAM272:
;MyProject.mbas,247 :: 		end sub
L_end_PROGRAM2:
0x0456	0x962E    	ADIW       R28, 14
0x0458	0xBFCD    	OUT        SPL+0, R28
0x045A	0xBFDE    	OUT        SPL+1, R29
0x045C	0x91DF    	POP        R29
0x045E	0x91CF    	POP        R28
0x0460	0x9508    	RET
; end of _PROGRAM2
_PROGRAM3:
0x0462	0x93CF    	PUSH       R28
0x0464	0x93DF    	PUSH       R29
0x0466	0xB7CD    	IN         R28, SPL+0
0x0468	0xB7DE    	IN         R29, SPL+1
0x046A	0x972F    	SBIW       R28, 15
0x046C	0xBFCD    	OUT        SPL+0, R28
0x046E	0xBFDE    	OUT        SPL+1, R29
0x0470	0x9621    	ADIW       R28, 1
;MyProject.mbas,251 :: 		sub procedure PROGRAM3 (DIM J,dl AS integer)
;MyProject.mbas,253 :: 		do
L__PROGRAM375:
;MyProject.mbas,254 :: 		PWM16bit_Change_Duty( 0, _TIMER1_CH_A )
0x0472	0x925F    	PUSH       R5
0x0474	0x924F    	PUSH       R4
0x0476	0x923F    	PUSH       R3
0x0478	0x922F    	PUSH       R2
0x047A	0xE1B1    	LDI        R27, 17
0x047C	0x2E4B    	MOV        R4, R27
0x047E	0x2422    	CLR        R2
0x0480	0x2433    	CLR        R3
0x0482	0xDDFA    	RCALL      _PWM16bit_Change_Duty+0
;MyProject.mbas,255 :: 		PWM16bit_Change_Duty( 0, _TIMER1_CH_B )
0x0484	0xE1B2    	LDI        R27, 18
0x0486	0x2E4B    	MOV        R4, R27
0x0488	0x2422    	CLR        R2
0x048A	0x2433    	CLR        R3
0x048C	0xDDF5    	RCALL      _PWM16bit_Change_Duty+0
0x048E	0x902F    	POP        R2
0x0490	0x903F    	POP        R3
0x0492	0x904F    	POP        R4
0x0494	0x905F    	POP        R5
;MyProject.mbas,257 :: 		SetPWM0(j)    ''b channal
0x0496	0xD47F    	RCALL      _SetPWM0+0
;MyProject.mbas,258 :: 		Lcd_0()
0x0498	0x925F    	PUSH       R5
0x049A	0x924F    	PUSH       R4
0x049C	0x923F    	PUSH       R3
0x049E	0x922F    	PUSH       R2
0x04A0	0xD7BC    	RCALL      _Lcd_0+0
;MyProject.mbas,259 :: 		lcd_out(1,1," _TIMER1_CH_A ")
0x04A2	0x01FE    	MOVW       R30, R28
0x04A4	0xE2B0    	LDI        R27, 32
0x04A6	0x93B1    	ST         Z+, R27
0x04A8	0xE5BF    	LDI        R27, 95
0x04AA	0x93B1    	ST         Z+, R27
0x04AC	0xE5B4    	LDI        R27, 84
0x04AE	0x93B1    	ST         Z+, R27
0x04B0	0xE4B9    	LDI        R27, 73
0x04B2	0x93B1    	ST         Z+, R27
0x04B4	0xE4BD    	LDI        R27, 77
0x04B6	0x93B1    	ST         Z+, R27
0x04B8	0xE4B5    	LDI        R27, 69
0x04BA	0x93B1    	ST         Z+, R27
0x04BC	0xE5B2    	LDI        R27, 82
0x04BE	0x93B1    	ST         Z+, R27
0x04C0	0xE3B1    	LDI        R27, 49
0x04C2	0x93B1    	ST         Z+, R27
0x04C4	0xE5BF    	LDI        R27, 95
0x04C6	0x93B1    	ST         Z+, R27
0x04C8	0xE4B3    	LDI        R27, 67
0x04CA	0x93B1    	ST         Z+, R27
0x04CC	0xE4B8    	LDI        R27, 72
0x04CE	0x93B1    	ST         Z+, R27
0x04D0	0xE5BF    	LDI        R27, 95
0x04D2	0x93B1    	ST         Z+, R27
0x04D4	0xE4B1    	LDI        R27, 65
0x04D6	0x93B1    	ST         Z+, R27
0x04D8	0xE2B0    	LDI        R27, 32
0x04DA	0x93B1    	ST         Z+, R27
0x04DC	0xE0B0    	LDI        R27, 0
0x04DE	0x93B1    	ST         Z+, R27
0x04E0	0x018E    	MOVW       R16, R28
0x04E2	0x0128    	MOVW       R4, R16
0x04E4	0xE0B1    	LDI        R27, 1
0x04E6	0x2E3B    	MOV        R3, R27
0x04E8	0xE0B1    	LDI        R27, 1
0x04EA	0x2E2B    	MOV        R2, R27
0x04EC	0xD7A0    	RCALL      _Lcd_Out+0
0x04EE	0x902F    	POP        R2
0x04F0	0x903F    	POP        R3
;MyProject.mbas,260 :: 		inttostr(j,txt)
0x04F2	0x923F    	PUSH       R3
0x04F4	0x922F    	PUSH       R2
0x04F6	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x04F8	0x2E4B    	MOV        R4, R27
0x04FA	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x04FC	0x2E5B    	MOV        R5, R27
0x04FE	0xD44D    	RCALL      _IntToStr+0
;MyProject.mbas,261 :: 		lcd_out(2,5,txt)
0x0500	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x0502	0x2E4B    	MOV        R4, R27
0x0504	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x0506	0x2E5B    	MOV        R5, R27
0x0508	0xE0B5    	LDI        R27, 5
0x050A	0x2E3B    	MOV        R3, R27
0x050C	0xE0B2    	LDI        R27, 2
0x050E	0x2E2B    	MOV        R2, R27
0x0510	0xD78E    	RCALL      _Lcd_Out+0
;MyProject.mbas,262 :: 		lcd_out(1,1,"Pwm2 ")
0x0512	0x01FE    	MOVW       R30, R28
0x0514	0xE5B0    	LDI        R27, 80
0x0516	0x93B1    	ST         Z+, R27
0x0518	0xE7B7    	LDI        R27, 119
0x051A	0x93B1    	ST         Z+, R27
0x051C	0xE6BD    	LDI        R27, 109
0x051E	0x93B1    	ST         Z+, R27
0x0520	0xE3B2    	LDI        R27, 50
0x0522	0x93B1    	ST         Z+, R27
0x0524	0xE2B0    	LDI        R27, 32
0x0526	0x93B1    	ST         Z+, R27
0x0528	0xE0B0    	LDI        R27, 0
0x052A	0x93B1    	ST         Z+, R27
0x052C	0x018E    	MOVW       R16, R28
0x052E	0x0128    	MOVW       R4, R16
0x0530	0xE0B1    	LDI        R27, 1
0x0532	0x2E3B    	MOV        R3, R27
0x0534	0xE0B1    	LDI        R27, 1
0x0536	0x2E2B    	MOV        R2, R27
0x0538	0xD77A    	RCALL      _Lcd_Out+0
;MyProject.mbas,263 :: 		inttostr(150,txt)
0x053A	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x053C	0x2E4B    	MOV        R4, R27
0x053E	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x0540	0x2E5B    	MOV        R5, R27
0x0542	0xE9B6    	LDI        R27, 150
0x0544	0x2E2B    	MOV        R2, R27
0x0546	0xE0B0    	LDI        R27, 0
0x0548	0x2E3B    	MOV        R3, R27
0x054A	0xD427    	RCALL      _IntToStr+0
;MyProject.mbas,264 :: 		lcd_out(2,5,txt )
0x054C	0xE6B8    	LDI        R27, lo_addr(_txt+0)
0x054E	0x2E4B    	MOV        R4, R27
0x0550	0xE0B0    	LDI        R27, hi_addr(_txt+0)
0x0552	0x2E5B    	MOV        R5, R27
0x0554	0xE0B5    	LDI        R27, 5
0x0556	0x2E3B    	MOV        R3, R27
0x0558	0xE0B2    	LDI        R27, 2
0x055A	0x2E2B    	MOV        R2, R27
0x055C	0xD768    	RCALL      _Lcd_Out+0
0x055E	0x902F    	POP        R2
0x0560	0x903F    	POP        R3
0x0562	0x904F    	POP        R4
0x0564	0x905F    	POP        R5
;MyProject.mbas,265 :: 		inc(J)
0x0566	0x0191    	MOVW       R18, R2
0x0568	0x5F2F    	SUBI       R18, 255
0x056A	0x4F3F    	SBCI       R19, 255
0x056C	0x0119    	MOVW       R2, R18
;MyProject.mbas,266 :: 		loop until J>=255
0x056E	0xEF0F    	LDI        R16, 255
0x0570	0xE010    	LDI        R17, 0
0x0572	0x1720    	CP         R18, R16
0x0574	0x0731    	CPC        R19, R17
0x0576	0xF40C    	BRGE       L__PROGRAM378
L__PROGRAM3309:
0x0578	0xCF7C    	RJMP       L__PROGRAM375
L__PROGRAM378:
;MyProject.mbas,267 :: 		end sub
L_end_PROGRAM3:
0x057A	0x962E    	ADIW       R28, 14
0x057C	0xBFCD    	OUT        SPL+0, R28
0x057E	0xBFDE    	OUT        SPL+1, R29
0x0580	0x91DF    	POP        R29
0x0582	0x91CF    	POP        R28
0x0584	0x9508    	RET
; end of _PROGRAM3
_PROGRAM4:
0x018A	0x93CF    	PUSH       R28
0x018C	0x93DF    	PUSH       R29
0x018E	0xB7CD    	IN         R28, SPL+0
0x0190	0xB7DE    	IN         R29, SPL+1
0x0192	0x972D    	SBIW       R28, 13
0x0194	0xBFCD    	OUT        SPL+0, R28
0x0196	0xBFDE    	OUT        SPL+1, R29
0x0198	0x9621    	ADIW       R28, 1
;MyProject.mbas,270 :: 		sub procedure PROGRAM4 (DIM J,dl AS integer)
;MyProject.mbas,271 :: 		P=J
0x019A	0x00669220  	STS        _p+0, R2
0x019E	0x00679230  	STS        _p+1, R3
;MyProject.mbas,273 :: 		p=255-j
0x01A2	0xEF0F    	LDI        R16, 255
0x01A4	0xE010    	LDI        R17, 0
0x01A6	0x1902    	SUB        R16, R2
0x01A8	0x0913    	SBC        R17, R3
0x01AA	0x00669300  	STS        _p+0, R16
0x01AE	0x00679310  	STS        _p+1, R17
;MyProject.mbas,274 :: 		Lcd_0()
0x01B2	0x923F    	PUSH       R3
0x01B4	0x922F    	PUSH       R2
0x01B6	0xE0ED    	LDI        R30, _Lcd_0+0
0x01B8	0xE0FA    	LDI        R31, hi_addr(_Lcd_0+0)
0x01BA	0x9509    	ICALL
